time,open,high,low,close,Volume
1725178500,58438.05,58455.77,58364.18,58374.26,3.29816
1725179400,58378.92,58378.92,58294.02,58300.8,0.59413
1725180300,58301.9,58346.67,58263.43,58308.31,0.66175
1725181200,58302.84,58302.84,58220.59,58265.81,1.12526
1725182100,58265.81,58375.96,58265.81,58351.26,0.44264
1725183000,58347.28,58481.05,58347.28,58411.69,0.94188
1725183900,58414.16,58414.16,58239.7,58266.74,0.75791
1725184800,58241.75,58257.03,58050.46,58062.77,1.25925
1725185700,58050.76,58140.7,58006.83,58084.23,1.21936
1725186600,58031.89,58103.72,58008.93,58101.77,1.27081
1725187500,58101.35,58125.52,57963.71,58006.28,0.47148
1725188400,57977.23,58093.83,57897.26,58074.7,0.97881
1725189300,58068.84,58142.25,57948.61,58115.43,1.04958
1725190200,58114.32,58140.73,58065.76,58113.91,0.37384
1725191100,58103.01,58298.37,58098.6,58281.55,0.94252
1725192000,58309.52,58388.33,58253.8,58300.54,0.76468
1725192900,58291.13,58291.13,58093.17,58127.14,1.21079
1725193800,58133.83,58212.81,57994.08,58043.13,0.62333
1725194700,58031.13,58087.92,57985.37,58087.92,0.3998
1725195600,58082.6,58203.15,58079.5,58167.61,0.44814
1725196500,58159.26,58159.26,57994.18,58035.87,0.8235
1725197400,58035.65,58097.65,57890.09,57903.4,1.56294
1725198300,57902.81,58281.93,57800.81,58258.57,2.28069
1725199200,58244.13,58258.57,57331.33,57580.27,7.92665
1725200100,57589.3,58051.43,57589.3,57798.18,4.38774
1725201000,57797.29,58121.51,57789.51,58019.21,2.74218
1725201900,58048.22,58186.11,57884.57,57957.02,0.45003
1725202800,57945.54,58113.14,57895.19,58005.56,1.70318
1725203700,58015.3,58052.15,57923.32,57927.12,0.60099
1725204600,57920.72,58138.3,57814.82,58138.3,1.72524
1725205500,58141.3,58408.09,58127.79,58286.38,1.82421
1725206400,58275.57,58404.87,58240.56,58385.61,0.50302
1725207300,58402.82,58412.3,58160.55,58181.95,0.56499
1725208200,58177.1,58285.68,58143.95,58194.53,0.5612
1725209100,58197.92,58286.95,58156.23,58214.44,0.69325
1725210000,58201.24,58288.45,58191.19,58236.52,0.28204
1725210900,58248.33,58250.22,57952.68,57992.38,0.84953
1725211800,57996.46,58095.93,57954.38,58093.57,0.31105
1725212700,58072.47,58201.84,58033.34,58189.63,0.50206
1725213600,58189.61,58321.97,58189.61,58265.02,0.857
1725214500,58273.1,58836.48,58264.26,58598.71,4.53339
1725215400,58610.04,58702.54,58410.34,58546.14,2.34891
1725216300,58546.16,58679.79,58538.08,58620.1,0.59532
1725217200,58636.05,58846.52,58596.28,58619.77,0.94508
1725218100,58607.31,58645.52,58455.25,58461.76,1.41652
1725219000,58486.66,58528.26,58380.75,58401.06,0.24986
1725219900,58413.8,58640.64,58405.89,58636.52,1.12655
1725220800,58612.98,58705.11,58590.78,58689.34,0.49127
1725221700,58674.04,58734.24,58604.52,58692.99,2.07394
1725222600,58708.06,58708.06,58506.89,58524.28,0.56278
1725223500,58536.62,58536.62,58440.59,58483.31,0.29178
1725224400,58496.12,58496.12,58360.98,58360.98,0.28391
1725225300,58358.65,58396.87,58200.41,58223.01,1.71817
1725226200,58237.46,58313.44,58148.31,58313.44,0.57421
1725227100,58304.11,58432.62,58266.54,58413.93,0.38276
1725228000,58400.87,58469.69,58120,58153.07,0.38509
1725228900,58150.08,58150.08,57405.26,57589.2,5.52108
1725229800,57582.92,57605.75,57324.3,57605.75,6.14064
1725230700,57597.15,57855.12,57292.62,57292.62,3.90603
1725231600,57360.12,57648.86,57287.97,57362.06,1.16922
1725232500,57343.35,57509.47,57263.67,57427.11,1.44283
1725233400,57444.15,57559.66,57350.39,57398.61,0.45687
1725234300,57454.95,57479.18,57325.33,57398.31,1.28399
1725235200,57356.88,57531.96,57326.87,57531.96,0.70772
1725236100,57529.52,57642.75,57425.15,57629.17,2.70606
1725237000,57629.53,57752.92,57424.51,57425.45,2.58533
1725237900,57417.53,57564.91,57208.29,57561.51,2.62659
1725238800,57550.13,57582.99,57318.19,57493.52,1.67436
1725239700,57510.24,57661.46,57393.6,57506.93,1.9695
1725240600,57502.11,57589.35,57344.12,57379.52,1.10271
1725241500,57366.43,57475.77,57325.17,57458.29,0.82494
1725242400,57455.69,57745.66,57412.02,57597.93,2.71451
1725243300,57628.29,57746.71,57543.61,57546.97,0.86258
1725244200,57534.57,57534.57,57358.7,57446.64,1.14272
1725245100,57441.62,57597.41,57409.64,57589.87,0.69095
1725246000,57568.14,57775.42,57565.41,57725.44,1.62076
1725246900,57724.9,57814.23,57666.95,57696.01,1.67881
1725247800,57700.71,57773.52,57581.81,57596.34,1.61488
1725248700,57615.67,57801.55,57578.8,57781.12,1.04481
1725249600,57764.79,57789.93,57641.22,57697.71,1.76982
1725250500,57706.64,57720.63,57669.65,57713.87,0.60428
1725251400,57710.63,57715.67,57557.6,57561.91,0.35553
1725252300,57561.19,57608.72,57504.26,57529.97,0.51982
1725253200,57502.98,57587.1,57487.56,57584.82,0.55122
1725254100,57580.56,57762.81,57568.08,57762.81,1.27585
1725255000,57757.57,57933.09,57682.8,57861.69,2.10545
1725255900,57902.19,58038.82,57827.38,57839.27,0.86074
1725256800,57837.52,57934.05,57720.15,57760.16,1.33933
1725257700,57767.74,57847.62,57767.43,57801.21,0.85248
1725258600,57799.11,57856.72,57787.75,57800.62,3.13497
1725259500,57808.99,57853.25,57729.4,57735.43,2.20559
1725260400,57726.32,57860.19,57723.39,57811.94,0.57184
1725261300,57792.48,57800.77,57555.88,57587.27,1.36136
1725262200,57593.21,57651.27,57426.25,57494.84,1.7141
1725263100,57520.55,57632.28,57450.94,57601.39,1.01349
1725264000,57609.21,57894.5,57572.84,57871.37,3.08201
1725264900,57876.73,58202.23,57777.87,58202.23,4.99882
1725265800,58215.63,58362.65,58148.27,58204.56,4.81885
1725266700,58189.4,58289.72,58092.69,58136.02,1.83128
1725267600,58106.96,58187.72,58028.05,58046.93,1.16977
1725268500,58046.93,58071.61,57955.06,58023.26,3.03318
1725269400,58011.22,58146.75,57965.81,58095.8,1.99782
1725270300,58089.15,58500.14,58080.3,58453.02,6.68746
1725271200,58430.55,58544.45,58327.15,58420.33,2.72088
1725272100,58422.43,58613.97,58378.4,58570.64,1.86672
1725273000,58572.94,58642.87,58434.39,58479.14,1.40481
1725273900,58486.12,58557.33,58412.17,58552.56,0.767
1725274800,58548.96,58548.96,58398.66,58449.91,0.83089
1725275700,58452.55,58702.47,58422.14,58697.17,2.58072
1725276600,58691.34,58701.15,58510.46,58527.45,1.39211
1725277500,58538.4,58556.93,58436.59,58460.58,0.82151
1725278400,58480.3,58542.9,58289.06,58348.75,2.04976
1725279300,58359.3,58471.06,58359.3,58447.47,0.94459
1725280200,58423.34,58423.34,58317.82,58317.82,2.08832
1725281100,58313.8,58469.37,58313.8,58443.6,1.88861
1725282000,58458.91,58476.23,58334.01,58443.99,0.90513
1725282900,58442.87,58556.8,58285.39,58330.42,3.05846
1725283800,58335.17,58355.84,58176.93,58274.23,2.39591
1725284700,58291.65,58340.38,58193.46,58211.9,1.76549
1725285600,58212.24,58325.05,58123.38,58185.41,0.94208
1725286500,58177.37,58470.57,58161.9,58463.73,1.07031
1725287400,58447.88,58847.28,58434.14,58659.33,10.03797
1725288300,58655.42,58825.3,58636.54,58640.43,1.29103
1725289200,58656.91,58785.81,58534.3,58670.54,0.72741
1725290100,58661.5,58734.46,58579.23,58595.76,0.77255
1725291000,58613.53,58782.3,58600.92,58707.21,0.80277
1725291900,58703.31,58731.86,58578.72,58599.65,0.5855
1725292800,58594.58,58696,58573.66,58696,0.58008
1725293700,58696.07,58706.79,58492.09,58501.31,0.87094
1725294600,58501.84,58569.05,58402.72,58478.84,1.3334
1725295500,58474.06,58474.06,58346.25,58401.99,0.82994
1725296400,58409.31,58525.95,58400.81,58440.18,1.11868
1725297300,58440.66,58510.61,58354.44,58510.6,0.61482
1725298200,58510.89,58567.48,58449.52,58473.28,1.022
1725299100,58476.68,58619.25,58475.46,58573.74,1.22088
1725300000,58578.36,58698.19,58515.7,58618.86,1.99526
1725300900,58638.39,58659.97,58521.26,58572.24,0.91931
1725301800,58578.66,58613.59,58496.33,58516.47,1.02197
1725302700,58506.21,58545.11,58367.4,58523.04,0.82027
1725303600,58531.88,58605.42,58428.55,58559.62,1.28318
1725304500,58560.88,58577.13,58518.73,58566.62,0.5408
1725305400,58568.68,58591.17,58450.91,58499.94,0.52875
1725306300,58504.37,58529.3,58471.38,58501.05,0.38686
1725307200,58498.42,58622.56,58447.51,58592.03,1.63778
1725308100,58597.86,58631.2,58562.7,58565.41,0.51796
1725309000,58569.21,58702.62,58569.12,58672.19,0.42597
1725309900,58656.35,59264.17,58649.12,59018.56,5.74761
1725310800,59015.2,59282.24,59014.78,59272.25,2.35292
1725311700,59283.32,59308.46,59168.35,59308.46,0.96506
1725312600,59317.57,59331.63,59054.96,59142.39,1.3614
1725313500,59135.42,59166.1,58928.54,59092.61,0.49722
1725314400,59100.53,59223.76,59064.88,59121.35,1.5273
1725315300,59124.02,59258.1,59094.5,59256.7,1.63186
1725316200,59238.49,59282.82,59138.99,59266.44,1.06627
1725317100,59271.28,59388.6,59245.16,59388.6,0.78861
1725318000,59389.49,59449.37,59271.24,59271.25,0.75259
1725318900,59280.49,59314.67,59126.43,59126.43,0.39219
1725319800,59126.32,59221.99,59115.27,59177.43,0.27268
1725320700,59213.53,59221.97,59113.05,59173.82,0.90551
1725321600,59189.19,59189.19,59115.91,59168.42,0.44695
1725322500,59148.43,59185.3,59083.4,59171.39,0.537
1725323400,59171.55,59224.74,59077.33,59145.11,0.20652
1725324300,59176.33,59284.28,59176.33,59284.28,0.24413
1725325200,59289.17,59436.73,59254.05,59339.06,0.3357
1725326100,59316.09,59369.1,59223.94,59290.51,1.43633
1725327000,59296.16,59324.42,59229.54,59252.55,0.20645
1725327900,59238.3,59443.72,59233.54,59443.72,0.46032
1725328800,59411.02,59838.47,59385.93,59802.07,5.57746
1725329700,59825.04,59844.1,59589.2,59612.97,0.52417
1725330600,59614.1,59673.81,59426.85,59494.99,2.40401
1725331500,59471.84,59514.87,59323.94,59323.94,0.2194
1725332400,59324.98,59346.76,59267.47,59319.2,0.56589
1725333300,59317.06,59346.68,59151.65,59165.26,0.59348
1725334200,59160.02,59217.77,59160.02,59170.69,0.26762
1725335100,59170.75,59212.98,59112.36,59112.58,0.32745
1725336000,59122.13,59186.1,59091.22,59127.74,0.93481
1725336900,59121.38,59178.43,59098.32,59148.08,0.28605
1725337800,59144.97,59251.87,59134.28,59248.44,0.50277
1725338700,59260.65,59261,59025.17,59108.45,0.57171
1725339600,59107.08,59283.52,59015.64,59262.41,1.64784
1725340500,59269.61,59282.13,59217.29,59253.73,0.7447
1725341400,59251.58,59261.9,59174.1,59174.1,0.54544
1725342300,59180.97,59250.28,59156.07,59204.17,0.33593
1725343200,59199.26,59199.26,58941.03,58995.49,3.38149
1725344100,58984.48,59049.34,58910.81,59030.2,0.80024
1725345000,59015.49,59048.7,58952.03,59029.04,1.45547
1725345900,59030.64,59030.64,58924.21,58938.98,1.13524
1725346800,58944.01,59043.95,58930.73,58981.37,0.74514
1725347700,58980.8,59044.34,58969.58,58982.34,1.16296
1725348600,59004.85,59170.04,59004.85,59148.03,0.86399
1725349500,59148.03,59174.79,59110.02,59154.08,1.1439
1725350400,59157.19,59171.93,59111.87,59112.27,1.90365
1725351300,59113.05,59159.54,59060.1,59065.51,2.27867
1725352200,59071.3,59071.4,58738.79,58820.16,1.65965
1725353100,58809.25,58890.54,58756.26,58816.2,0.97237
1725354000,58817.73,58887.11,58816.87,58832.26,1.70557
1725354900,58828.59,58965.66,58828.59,58924.95,1.27374
1725355800,58932.79,58987.35,58882.42,58912.88,1.02515
1725356700,58902.55,59010.28,58900.5,58907.51,0.57479
1725357600,58878.94,58982.19,58869.89,58973.38,0.46311
1725358500,58966.18,59223.12,58940.67,59203.74,0.97818
1725359400,59212.98,59217.76,59075.46,59111.66,0.47441
1725360300,59112.61,59133.72,59008.16,59119.19,0.9695
1725361200,59111.8,59137.93,58985.26,59053,0.62909
1725362100,59054.38,59113.24,59054.38,59090.1,0.96815
1725363000,59102.73,59158.6,59067.29,59072.91,0.36384
1725363900,59070.24,59133.56,59028.3,59117.22,0.85091
1725364800,59113.18,59251.81,59099.76,59187.33,2.74922
1725365700,59191.86,59286.65,59132.33,59244.35,2.62243
1725366600,59262.67,59405.1,59258,59274.31,1.90256
1725367500,59273.79,59285.68,59167.59,59168.47,1.28551
1725368400,59188.91,59362.08,59187.46,59353.12,0.87083
1725369300,59339.41,59339.41,59133.52,59159.21,0.93175
1725370200,59162.59,59184.64,58537.86,58654.76,6.70477
1725371100,58638.66,58672.96,58246.27,58424.07,5.38421
1725372000,58403.88,58403.88,57882.05,57922.26,7.98086
1725372900,57896.37,58156.33,57790.52,58072.27,8.48037
1725373800,58061.24,58061.24,57820.65,57921.39,3.81647
1725374700,57938.48,57956.03,57606.39,57697.59,5.99022
1725375600,57723.44,58003.54,57661.58,57988.55,6.00681
1725376500,57999.36,58073.1,57719.68,57811.23,5.74892
1725377400,57808.6,57928.39,57684.74,57713.1,2.87889
1725378300,57740.67,57844.94,57651.71,57760.71,4.16075
1725379200,57750.29,57872.4,57711.6,57850.99,3.96939
1725380100,57857.98,57953.51,57702.95,57767.72,1.9561
1725381000,57758.55,57818.33,57693.42,57763.68,5.1968
1725381900,57751.75,57863.88,57708.32,57738.85,4.51201
1725382800,57732.92,57819.37,57698,57722.37,2.74215
1725383700,57727.55,58046.69,57720.87,58042.99,4.00117
1725384600,58047.17,58108.29,57865.1,57921.14,3.48356
1725385500,57931.28,58012.58,57732.68,57732.68,2.12356
1725386400,57722.4,57836.24,57623.86,57819.55,3.75168
1725387300,57798.16,57959.62,57798.16,57936.91,1.97641
1725388200,57915.87,58075.96,57910.16,58059.4,3.69601
1725389100,58060.52,58075.03,57943.04,57944.83,1.11204
1725390000,57946.88,58181.64,57935.15,58168.29,1.72955
1725390900,58164.59,58265.17,58033.86,58034.77,1.79105
1725391800,58046.58,58065.33,57871.25,57976.47,5.22449
1725392700,57982.24,58126.11,57882.02,58057.27,2.72572
1725393600,58091.61,58208.68,58091.61,58190.55,0.70875
1725394500,58211.31,58255.2,58150.09,58168.71,0.63243
1725395400,58168.33,58255.47,58107.62,58164.24,0.95333
1725396300,58157.15,58246.49,58078.65,58244.4,1.32674
1725397200,58236.78,58236.78,58140.15,58182,0.90766
1725398100,58160.36,58216.21,58002.08,58023.93,1.70942
1725399000,58028.88,58105.11,57994.9,58039.7,0.8015
1725399900,58039.69,58180.45,58038.5,58147.23,0.65093
1725400800,58150.42,58212.82,57968.94,58039.2,0.82845
1725401700,58024.89,58100.4,57974.08,58004.34,0.35579
1725402600,57998.68,58013.27,57909.08,57922.67,0.25339
1725403500,57919.44,57945.79,57901.55,57901.55,0.19096
1725404400,57890.04,57925.95,57749.23,57824.53,0.28548
1725405300,57818.47,57841.26,57697.44,57702.82,0.40979
1725406200,57698.65,57760.62,57686.38,57760.62,0.25712
1725407100,57762.65,57767.5,57452.4,57528.71,3.60641
1725408000,57497.71,57841.9,57488.47,57817.12,0.47308
1725408900,57817.06,57968.87,57786.58,57816.32,3.61149
1725409800,57821.11,57955.83,57678.23,57745.18,0.92064
1725410700,57742.54,57872.26,57156.51,57156.51,1.9653
1725411600,57183.72,57191.21,55658.97,56237.17,23.45456
1725412500,56238.4,56539.54,56082.56,56450.47,4.48762
1725413400,56450.47,56927.18,56401.65,56850.24,4.5465
1725414300,56849.5,56952.61,56765.21,56818.7,1.24156
1725415200,56812.53,56846.45,56542.96,56686.11,1.9177
1725416100,56677.14,56791.78,56634.07,56640.33,0.71561
1725417000,56640.12,56775.74,56640.12,56743.03,0.74351
1725417900,56734.9,56790.35,56666.62,56680.19,1.06095
1725418800,56679.41,56851.33,56652.54,56804.94,1.59531
1725419700,56787.94,56847.8,56758.45,56841.67,0.25814
1725420600,56835.77,56865.21,56742.94,56756.1,1.21768
1725421500,56755.62,56805.29,56671.18,56687.46,2.2592
1725422400,56692.06,56731.61,56660.81,56731.61,0.75814
1725423300,56730.61,56730.61,56598.54,56601.17,0.51149
1725424200,56600.23,56714.9,56600.23,56692.09,1.24843
1725425100,56693.12,56765.31,56660.15,56732.14,2.05292
1725426000,56734.01,56734.01,56586,56586,1.72694
1725426900,56593.05,56593.05,56508.22,56544.46,2.30428
1725427800,56527.72,56542.68,56277.32,56439.24,4.70016
1725428700,56428.25,56436.69,56233.35,56279.23,4.75983
1725429600,56263.46,56509.27,56263.46,56348.23,4.4819
1725430500,56340.12,56557.74,56253.7,56531.11,7.45415
1725431400,56529.58,56558.49,56396.11,56429.63,4.0823
1725432300,56442.01,56557.5,56285.79,56314.54,3.04429
1725433200,56325.85,56594.56,56276.95,56538.64,5.0001
1725434100,56545.37,56662.59,56503.62,56558.42,4.6532
1725435000,56549.62,56906.89,56536.08,56866.99,5.95038
1725435900,56863.9,56901.71,56762.69,56782.32,2.89055
1725436800,56786.04,56844.26,56709.14,56772.52,3.36793
1725437700,56766.37,56883.31,56754.79,56883.31,4.11204
1725438600,56900.54,56927.86,56729.73,56755.09,3.09579
1725439500,56750.57,56836.03,56744.94,56815.88,3.66093
1725440400,56818.96,56889.07,56741.63,56765.18,3.022
1725441300,56766.51,56792.49,56720.85,56767.93,1.82161
1725442200,56770.43,56798.56,56675.77,56781.62,1.93684
1725443100,56797.26,56833.64,56612.39,56616.94,3.35631
1725444000,56630.93,56698.13,56502.69,56585.63,2.6353
1725444900,56590.24,56705.83,56493.79,56654.01,2.35926
1725445800,56656.05,56729.09,56510.34,56541.34,4.07698
1725446700,56536.65,56587.37,56475.54,56493.74,2.15148
1725447600,56493.23,56612.02,56481.13,56544.25,1.25197
1725448500,56541.16,56583.19,56501.43,56571.32,1.65465
1725449400,56561.61,56717.63,56561.61,56661.02,2.04814
1725450300,56663.29,56672.6,56587.67,56610.13,1.50963
1725451200,56604.59,56706.86,56520.63,56530.66,2.56335
1725452100,56533.23,56688.49,56533.23,56665.89,2.10752
1725453000,56677.05,56777.09,56556.03,56770.95,3.9915
1725453900,56775.65,56790.89,56636.22,56636.22,2.88745
1725454800,56642.6,56675.67,56517.69,56557.34,1.77436
1725455700,56565.67,56626.19,56506.31,56535.4,1.33534
1725456600,56537.57,56733.5,56367.68,56436.12,6.03023
1725457500,56457.43,56552.03,56371.63,56515.83,7.10221
1725458400,56616,56753.06,56222.28,56596.49,17.27578
1725459300,56595.42,56658.23,56317.76,56448.7,7.50508
1725460200,56501.47,57108.4,56494.79,57096.51,10.66632
1725461100,57109.61,57597.61,57060.28,57535.78,8.68295
1725462000,57541.76,57788.44,57421.01,57512.73,16.8506
1725462900,57514.16,57580.47,57415.28,57467.83,8.53336
1725463800,57438.19,57834.99,57415.53,57833.95,8.9244
1725464700,57840.08,58224.56,57840.08,58195.85,6.03458
1725465600,58171.7,58473.62,58171.7,58241.12,4.57304
1725466500,58185.33,58520.93,58185.33,58321.39,1.54083
1725467400,58338.22,58549.52,58280.52,58310.07,1.74392
1725468300,58312.77,58577.19,58312.77,58464.91,2.65837
1725469200,58465.05,58526.67,58301.43,58301.43,3.19231
1725470100,58302.48,58373.6,58030.15,58030.15,2.48461
1725471000,58025.25,58078.52,57873.74,57960.08,2.90527
1725471900,57974.45,58113.75,57881.47,57925.14,0.53174
1725472800,57918.07,58010.27,57846.25,57997.09,1.48839
1725473700,57995.46,58052.61,57819.96,57929.39,0.75061
1725474600,57935.83,58016.33,57703.66,57706.43,1.6846
1725475500,57704.82,57807.87,57586.88,57721.82,2.86792
1725476400,57716.5,57905.68,57695.84,57890.77,1.06366
1725477300,57905.58,57983.94,57798.03,57983.94,0.8271
1725478200,57961.99,58024.09,57835.04,58023.95,1.28004
1725479100,58012.12,58170.53,57894.14,58101.23,1.95843
1725480000,58076.84,58208.85,58019.97,58050.61,0.63421
1725480900,58043.52,58073.26,57939.64,57952.6,1.01115
1725481800,57953.91,58084.26,57953.91,58046.05,0.48133
1725482700,58071.81,58148.46,57896.42,58090.78,4.89685
1725483600,58077.69,58116.6,58014.9,58037.85,0.82846
1725484500,58045.49,58088.97,57987.75,58042.75,0.22512
1725485400,58047.25,58108,58020.53,58020.53,0.28745
1725486300,58037.56,58159.76,58037.56,58120.07,0.10351
1725487200,58166.83,58421.02,58166.83,58421.02,1.71241
1725488100,58429.78,58429.78,58123.18,58123.19,0.79662
1725489000,58160.12,58240.27,58092.32,58104.66,0.26898
1725489900,58078.6,58208.77,58078.6,58180.86,0.08584
1725490800,58187.98,58237.02,58158.58,58231.91,0.2069
1725491700,58225.98,58265.91,58113.51,58154.47,0.23869
1725492600,58145.29,58176.37,58033.51,58051.37,0.25139
1725493500,58047.87,58048.64,57937.08,58018.65,0.78869
1725494400,58027.06,58152.97,58027.06,58120.79,0.46156
1725495300,58128.14,58367.2,58107.19,58304.41,1.73952
1725496200,58289.97,58289.97,58118.14,58129.07,0.65187
1725497100,58130.65,58237.54,58046.86,58046.86,0.27
1725498000,58053.77,58113.33,58015.81,58058.66,0.39491
1725498900,58064.08,58064.08,58025.92,58046.23,0.03506
1725499800,58166.97,58295.74,58161.36,58225.89,0.48835
1725500700,58202.08,58214.47,58026.31,58082.22,0.19494
1725501600,58070.42,58107.44,57798.8,57834.54,0.80756
1725502500,57833.48,57885.92,57790.32,57867.77,0.58578
1725503400,57865.15,57900.16,57735.89,57758.91,0.19522
1725504300,57761.65,57798.17,57701.52,57702.61,0.40182
1725505200,57704.17,57704.17,57144.1,57232.32,3.16516
1725506100,57212.69,57279.73,57042.94,57093,3.06645
1725507000,57110.13,57206.05,56939.58,57192.72,3.74464
1725507900,57184.46,57232.5,57103.81,57167.04,1.51442
1725508800,57161.87,57290.39,57106.96,57290.39,0.905
1725509700,57292.25,57307.79,57196.91,57274.47,0.41683
1725510600,57259.79,57259.79,57170.76,57204.69,0.46958
1725511500,57203.77,57330.51,57203.77,57248.65,2.40131
1725512400,57255.56,57262.09,57075.04,57182.29,1.23045
1725513300,57206.44,57303.45,57151.25,57303.45,0.57651
1725514200,57292.38,57292.38,57207.85,57254.74,0.50299
1725515100,57253.55,57260.98,57192.29,57235.08,0.47689
1725516000,57244.18,57277.04,57117.77,57132.86,0.82993
1725516900,57143.61,57146.29,56595.35,56907.94,6.65284
1725517800,56909.23,56924.28,56781.62,56923.98,1.80913
1725518700,56924.92,56977.67,56873.17,56961.99,1.65225
1725519600,56937.67,57262.25,56869.74,57187.86,3.22141
1725520500,57200.43,57264.82,57140.99,57242.09,1.78247
1725521400,57254.04,57284.77,57210.01,57234.16,2.8377
1725522300,57235.2,57239.36,57187.97,57213.49,1.65343
1725523200,57203.05,57290.68,57187.92,57206.2,1.43709
1725524100,57216.22,57277.26,57195.5,57206.36,1.47035
1725525000,57193.65,57217.31,57029.59,57061.33,1.54368
1725525900,57068.68,57080.08,56967.58,57051.01,2.51564
1725526800,57040.74,57049.93,56963.05,56986.9,0.88657
1725527700,56988.63,56992.22,56756.01,56821.33,7.50023
1725528600,56828.51,56926.74,56328.52,56905.92,14.76836
1725529500,56899.82,56946.16,56750.78,56801.28,1.67824
1725530400,56792.09,56848.15,56697.45,56778.17,1.69096
1725531300,56784.88,56821.49,56661.88,56719.69,1.50097
1725532200,56715.15,56855.48,56665.7,56812.72,1.77987
1725533100,56804.73,56842.02,56735.9,56781.02,1.53912
1725534000,56783.62,56880.84,56686.12,56737.25,2.5335
1725534900,56733.17,56819.68,56710.89,56812.22,1.55466
1725535800,56798.17,56891.93,56733.01,56746.26,2.5637
1725536700,56737.31,56774.75,56704.44,56725.49,0.90122
1725537600,56742.18,56866.12,56589.6,56864.44,3.93756
1725538500,56911.11,56911.11,56360.66,56637.19,6.59508
1725539400,56604.74,56811.71,56459.6,56586.1,2.57852
1725540300,56570.06,56769.7,56514.41,56698.6,1.82299
1725541200,56708.12,56825.75,56659.89,56659.89,2.06284
1725542100,56672.98,56759.19,56634.23,56759.19,1.06364
1725543000,56741.52,57181.36,56605.73,56951.07,3.33668
1725543900,56944.7,57054.66,56652.06,57054.66,5.33476
1725544800,56991.49,57327.92,56736.39,56818.88,4.59786
1725545700,56802.09,57316.83,56746.93,57075.75,4.56245
1725546600,57070.16,57223.22,57052.52,57056.85,1.47884
1725547500,57041.39,57042.81,56513.55,56589.12,5.00405
1725548400,56596.68,56706.29,56290.64,56519.6,5.70981
1725549300,56538.12,56627.89,55961.68,56002.73,8.48899
1725550200,55970.03,56259.25,55850.58,55994.4,5.44309
1725551100,56006.31,56218.53,56006.31,56022.87,1.92098
1725552000,56027.34,56187.18,56013.35,56100.77,2.91078
1725552900,56121.99,56326.52,55998.88,56240.2,1.67698
1725553800,56228.17,56399.89,56114.37,56373.21,1.68829
1725554700,56371.35,56439.48,56173.57,56359.71,1.79059
1725555600,56387.87,56499.03,56308.63,56436.57,1.39417
1725556500,56441.38,56491.88,56268.16,56273.22,1.03989
1725557400,56280.2,56440.35,56228.29,56440.35,0.768
1725558300,56445.66,56656.05,56439.17,56633.8,2.04973
1725559200,56639.92,56711.02,56566.54,56570.07,1.35554
1725560100,56527.14,56679.29,56527.14,56651.52,0.90161
1725561000,56658.29,56705.37,56564.5,56595.84,0.68009
1725561900,56604.88,56727.47,56561.33,56578.63,0.9099
1725562800,56578.11,56602.44,56426.54,56438.3,3.36795
1725563700,56410.58,56410.58,55965.17,56281.01,2.81072
1725564600,56312.91,56395.46,55898.06,55956.38,3.125
1725565500,55953.91,56151.17,55838.89,56094.15,4.38531
1725566400,56094.72,56239.4,56050.62,56128.71,1.61609
1725567300,56132.5,56196.5,56053.1,56157.26,1.0363
